No,reviewId,Ulasan,Rating,Tanggal,Label Tipe,Aspek/Modul,Alasan_Singkat (opsional),Ambigu? (Y/N),Untuk_Sampel_Kappa? (Y/N),Nama Aplikasi
17738,241d8f03-dc56-4be8-a1dc-26dc82f7a0ed,untu bbm non subsidi jenis solar diperuntukan untuk penggilingan padi bagaiman prosedur nya mohon di jelaskan,5,2025-12-01 20:32:59,Other,Other,,,N,MyPertamina
19377,e327b204-8b46-4418-a0c5-9a0be9f94f4f,UPDATE TEROOOOOS SAMPE KIAMAT !!,1,2025-08-20 17:50:28,Other,Other,,,N,MyPertamina
17522,55deac6f-fffc-4d80-b500-6914628f0264,verifikasi email-nya ngeselin.,1,2025-12-11 22:39:41,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18076,be939b92-c37e-4427-9186-4f39b6a8225f,akun ke blokir tidak bisa masuk. sdh brpa kali telpon costemer servis. di suruh tunggu 30 menit. udah 2 jam. msh ke blokir jg,1,2025-11-14 13:57:36,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19161,04c4a6c4-6b07-4673-a038-8833e662da1b,"pertamina 5480505 kemenuh sukawati gianyar, pelayanan sudah bagus bisa bayar menggunakan my pertamina, buka 24 jam 💪😃😎",5,2025-09-03 22:49:10,Other,Other,,,N,MyPertamina
17791,52e33ee8-5c75-430b-85de-89c789e1d968,"mantap, daftar 2 hari aja sdh terbit barcodenya",5,2025-11-29 16:02:16,Other,Layanan Inti,,,N,MyPertamina
17952,ba533ffc-02a1-4e9d-9b4b-56e31c486dbe,Terimakasih MyPertamina.. sudah update..tidak ribet.. Data lama masih tersimpan.. Barcode masih aktif,5,2025-11-21 06:38:36,Other,Layanan Inti,,,N,MyPertamina
16710,eb8e835c-c27c-44a0-9746-f2af432013c4,"Bagus, tapi minim promo.",3,2026-02-08 23:14:09,Feature Request,Other,,,N,MyPertamina
17658,6358a560-a04e-4d3d-ad56-c1f6a6ccb219,ok bagus mudah dan untung,5,2025-12-06 22:02:34,Other,Other,,,N,MyPertamina
19232,e88d5985-ca7e-4423-b21c-5111bd2b1359,lebih komunikatif,5,2025-08-28 14:29:40,Feature Request,Other,,,N,MyPertamina
15576,14e0ee53-2439-48b4-9f1f-7d00760d3050,"niat nggk sih bikin akun? udah ganti pun baru, login pake pun baru malah nggk bisa login juga. jangan sok canggih, kalo SDM belum mampu untuk canggih. tamplate jawabin komplain ""silahkan hubungin call center 135"". saat yg lain udah Terima komplain pake whatsapp biar cepat, kalian lebih memilih berbayar.",1,2026-04-25 21:23:30,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18103,c7cdbe30-cd89-46e2-89bb-0f253db7aae8,"update aplikasi malah ga bisa log in, nomor tidak terdaftar hadehhh",2,2025-11-12 23:56:48,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18294,72c4e74f-7db0-4c33-a3f1-c3f91ea273e0,kok barkot kita ngk bisa di gunakan y pak,5,2025-11-01 19:40:41,Bug Report,Layanan Inti,,,N,MyPertamina
16894,4c032470-6e48-436e-bf22-d714c1c96c51,kenapa sekarang tidak bisa scan pembayaran Qris dengan aplikasi,3,2026-01-24 18:10:18,Bug Report,Transaksi,,,N,MyPertamina
17137,f9d5c1ed-8f6a-4875-9326-dbd42bac14c1,pembayaran tunai tidak berlaku di sebagian spbu,1,2026-01-02 20:06:32,Other,Other,,,N,MyPertamina
18416,c1321318-8cd8-48e9-9f16-5f6cd74e10ba,mau jual beli bbm,2,2025-10-26 03:07:06,Other,Other,,,N,MyPertamina
17244,597765c2-040f-43ca-9b99-542f0c192786,banyak pom bensin Pertamina yg tidak bisa menggunakan pembayaran melalui my pertamina,1,2025-12-26 15:51:53,Bug Report,Transaksi,,,N,MyPertamina
16086,7c085b83-810d-49d2-a85c-4589a0788ad1,klo bisa sih perbanyak discon ny biar lebih tertarik lagi sama prodak myPertamina,5,2026-03-30 20:24:56,Feature Request,Other,,,N,MyPertamina
15551,162a6e55-5022-41c0-8d46-5048ba61fd80,"Gagal terus kirim data, OTP tidak terkirim ke email. udah lengkapi data, gagal terkirim terus. aplikasi gak jelas",1,2026-04-27 08:18:20,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19270,fda0973f-b7a9-42c8-bc4d-541687f7358c,update terus malah ngeleg,1,2025-08-26 11:56:17,Bug Report,Peforma Umum,,,N,MyPertamina
15380,dc3913cc-0394-4655-8dfc-0bb63f864d4d,nice app brow... 👍,5,2026-05-10 21:11:29,Other,Other,,,N,MyPertamina
18512,116e9d52-b0c5-488f-b47b-7f93dbf25ad8,trimakasih banyak sudah memberikan segalanya yang terbaik untuk kami,5,2025-10-18 10:19:11,Other,Other,,,N,MyPertamina
14924,d3e9201a-a5b9-4182-90c4-4ded1cccd4ec,"Verifikasinya lama, tolong di perbaiki untuk verifikasinya. Jangan 14 hari, tolong yaa di percepat lagi",1,2026-06-19 17:13:13,Feature Request,Login/OTP/Verifikasi,,,Y,MyPertamina
17149,5ee3f75d-31b4-4a98-bab1-f63a7b627419,saya dengan mudah mengupdate dan regestrasi mypertamina trimakasih,5,2026-01-01 21:49:18,Other,Login/OTP/Verifikasi,,,N,MyPertamina
16348,a13470e9-ee51-4722-a996-638fe31caa32,Niatnya udah bagus bikin aplikasi yang sangat berguna ini. Tapi di lapangan SPBU yang bisa selalu ready untuk pembayaran pakai aplikasi ini palingan hanya 20 persen saja. Semoga pengawasannya bisa lebih baik lagi ke depannya.,4,2026-03-07 20:34:13,Other,Transaksi,,,N,MyPertamina
16358,315af8e2-01aa-490a-9764-5fb37d20fb7b,sering update. pas mau bayar update terus,5,2026-03-07 11:17:15,Bug Report,Transaksi,,,N,MyPertamina
16131,b65cce9f-ad06-434c-9e70-3f6b5483500b,Alhamdulillah...makin..jos...,5,2026-03-25 17:51:25,Other,Other,,,Y,MyPertamina
18022,b9ebe349-cd95-4bd5-8413-e5b412366451,sering terjadi kesalahan pada aplikasi,5,2025-11-17 10:47:07,Bug Report,Peforma Umum,,,N,MyPertamina
18325,2acc41d1-059c-4b59-95b7-fe441f0ac937,Keren...,5,2025-11-01 08:03:39,Other,Other,,,N,MyPertamina
19209,9fdafc2d-ad28-4c23-bda6-477055bbe219,"daftar sendiri malah katanya tidak bisa mendapat barcode karena katanya mobil pelangsir, padahal isi bensin aja belum tentu sebulan sekali, didaftarkan lagi statusnya terverifikasi tpi barcodenya g keluar alias terblokir, aturan makin hari bukannya makin memudahkan rakyat malah makin bikin susah rakyat",1,2025-08-30 23:54:58,Bug Report,Layanan Inti,,,N,MyPertamina
15102,111d31ac-bc6a-4b84-92c1-4bcc29997304,hilangkan pengisian pakai barkot untuk solar,5,2026-06-05 15:24:01,Feature Request,Layanan Inti,,,N,MyPertamina
19064,dce42650-bd58-45cb-9c4c-8b558cd669a0,"sipp, gak antri",5,2025-09-12 17:23:58,Other,Other,,,N,MyPertamina
14499,23bad408-33ce-46a9-81dd-bda671673355,keren habis,5,2026-07-23 09:07:17,Other,Other,,,N,MyPertamina
18171,8a6325ee-002d-4124-8152-19bb56310e7b,Aplikasi bikin susah tapi negara memaksa rakyat untuk menggunakan nya...yg buat ini pasti orang tidak becus,1,2025-11-08 14:11:27,Other,Other,,,Y,MyPertamina
14333,b381367e-9923-48bc-ab30-2e25133f28cd,daftae subsidi tepat lama amat.,1,2026-08-05 23:23:05,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14664,49d657ab-a3bb-44f9-8b1a-45cedd8fd0a1,saran saya my pertamina ada menu untuk bayar lewat qris segala jenis kendaraan supaya pelangan yang g ada uang cash bisa beli bbm bukan cuma yang subsidi yang non subsidi juga bisa supaya aplikasi my pertamina banyak dipakai selama kendaraan pelangan terdaftar di aplikasii my pertamina kalo saya sih itu aja sarannya salam my pertamina,5,2026-07-09 20:50:55,Feature Request,Transaksi,,,N,MyPertamina
15651,f866af15-ce8c-4d1e-9264-82abbcd6bd0f,baru buka udah dibikin ribet negeri mimpi oh negeri mimpi,1,2026-04-23 09:40:36,Other,Other,,,N,MyPertamina
19448,536af883-1187-412b-aaf2-9fecb8a5c45e,"kadang suka bohong setiap jumat ada diskon 300 tapi saya setiap jumat beli nggak pernah dapat diskon, kenapa ya...",5,2025-08-18 10:02:20,Bug Report,Transaksi,,,N,MyPertamina
18489,3f7c1e9f-21a8-4514-9202-496815a7f301,ini Pertamina gmn setiap pom bensin takaran nya janggal semua ky gak sesuai literan nya..ingat dosa bos jangan curang mana serasa cepet abis bensin sekarang mh,2,2025-10-20 14:24:55,Other,Other,,,N,MyPertamina
15920,f9060528-9025-456f-a6ca-a3b0317ae843,mambantu sekali,5,2026-04-13 10:56:04,Other,Other,,,N,MyPertamina
15477,5a29ca0a-be64-4bea-af75-b08a84362a21,sangat memudahkan d saat tidak membawa uang tunai n bisa kumpul kan poin,5,2026-05-03 20:42:57,Other,Transaksi,,,N,MyPertamina
15348,fe80f59e-7cbd-4ff9-9c70-a1c819593895,"lebih praktis dan mempermudah pembayaran,..👍👍👍",5,2026-05-14 08:00:45,Other,Transaksi,,,N,MyPertamina
16269,4e8a23e6-683a-4ddb-b877-5dbeb7e03a28,👌sangat mudah,5,2026-03-14 17:25:00,Other,Other,,,N,MyPertamina
18067,a4b1d875-958b-4635-9e1d-628918fc45c9,transaksi satset,5,2025-11-15 06:04:29,Other,Transaksi,,,N,MyPertamina
17539,66a4e666-745c-4af2-9bd7-452831c8c293,verifikasi email lama,1,2025-12-11 13:36:58,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
16595,358b584b-0642-4ea5-bbab-9c98dceabac5,"nik katanya sudah terdaftar di akun lain, mau buat bc baru gk bisa2, mempersulit",1,2026-02-17 13:30:32,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17083,4245f8f4-063c-4610-a20c-72e5f01ba6da,"bagus, tidak perlu bawa uang cash",5,2026-01-06 20:06:17,Other,Transaksi,,,N,MyPertamina
17289,c5e98c7e-9c81-4915-90b4-b055d9a30a4f,Applikasi bobrok. Tidak berguna. Nik dan passport atau email di ubah juga tetap saja ngak bisa login dgn alasan NIK dan password nya tdk sesuai. Sengaja mempersulit. Mungkin kalo buat tapi bayar barulah bisa masuk,1,2025-12-23 14:17:40,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14551,e4d6c107-5c00-48dc-b73c-ced822fbe168,perdana bayar pakai mypertamina. mantap,5,2026-07-20 07:54:40,Other,Transaksi,,,N,MyPertamina
18673,91e76915-d1a6-414d-9fbe-f7debe77e158,setiap mau ambil barcode gagal terus,1,2025-10-07 18:54:20,Bug Report,Layanan Inti,,,N,MyPertamina
15869,b8bb905f-1cda-4fd9-8f4e-0592cabf29a6,"halo, kenpa selalu gagal saya mengajukan barkot di mypertamina? warna palat stnk tidak sesuai, lah ini udah warna putih, knp di bilang gak sesuai, terus isi silinder stnk tidak sesuai, jelas2 udah sesuai stnk gimana sih",1,2026-04-18 10:45:11,Bug Report,Layanan Inti,,,N,MyPertamina
19422,e775801d-42d4-48b0-afda-30f3c7d964a9,udah lama antri eh pas udah ngiliran malah gak bisa proses pembayaran padahal saldo ada,1,2025-08-18 22:02:54,Bug Report,Transaksi,,,N,MyPertamina
15355,7a598a3c-8ac8-4a32-8953-c179005ecc09,barkot BBm,5,2026-05-13 10:56:39,Other,Layanan Inti,,,N,MyPertamina
18310,1442a81e-314a-4fd5-b88a-0c44ad75d39a,dengan Mypertamina pembelian BBM menjadi mudah cepat dan aman,5,2025-11-01 11:57:50,Other,Layanan Inti,,,N,MyPertamina
15298,c82db42a-f2cc-4441-93d9-e91c4904f09d,"1. Gak ada regulasi yg jelas, utk mewajibkan seluruh SPBU pakai mypertamina, karna 50% SPBU yg saya kunjungi GK bisa bayar pakai qris atau mypertamina 2. Aplikasinya berat, terkadang perlu loading lama semoga ada perbaikan, sekelas pom punya pemerintah kalah sama swasta",1,2026-05-17 15:21:28,Bug Report,Peforma Umum,,,N,MyPertamina
18227,d86f1f24-b6be-47ee-99be-8ccdff6fce59,subsidi tepat macam apa ini,1,2025-11-05 00:57:50,Other,Layanan Inti,,,N,MyPertamina
18274,bb65be49-31ad-4bb0-af1e-72ace3415d91,cara login pake email gimana,4,2025-11-02 18:25:31,Other,Login/OTP/Verifikasi,,,N,MyPertamina
18125,b162734b-d643-4d5f-9b3a-e21fc7aea350,BBM nya jangan dioplos dong biar konsumen tidak ragu beli di SPBU Pertamina..,2,2025-11-11 10:26:40,Other,Other,,,N,MyPertamina
16272,906a7438-ab36-4241-ae4e-dc57da51c057,"mending perbaiki dulu proses verifikasi ktp, bpkb, stnk pas verifikasi dokumen. masa terdeteksi ktp editan lah, terindikasi ktp difoto dari layar lah. hey lol udah jelas-jelas itu di foto langsung pake ktp ASLI bukan PALSU. aplikasi itu mempermudah kalo gini ujung-ujungnya harus ke kantor pertamina lgi. sudah 100x PERCOBAAN gagal terus. dicoba di dua ktp sama aja hasilnya. apa jangan jangan ktp ku palsu yaa haha",1,2026-03-14 12:14:05,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19142,92529ad3-10ce-42cd-b667-2cfc6d36056f,E-voucher tidak bisa di gunakan...error,5,2025-09-05 20:36:59,Bug Report,Transaksi,,,N,MyPertamina
16471,f6ca520a-b485-4d8f-9792-13f5d39eda45,pelayanan yang terbaik,5,2026-02-27 17:56:40,Other,Other,,,N,MyPertamina
18942,778a18fc-18d4-4e74-9007-9b37fb21d923,ngelag bet ajg,1,2025-09-23 19:29:23,Bug Report,Peforma Umum,,,N,MyPertamina
17519,81ff7576-9737-420c-8747-e4332b38b859,kalo bisa. bisa di lihat stock minyak SPBU dri aplikasi,3,2025-12-12 00:46:48,Feature Request,Layanan Inti,,,N,MyPertamina
17460,0382846b-8f25-4fda-b417-120d6f48dd68,Sulit sekali mendaftarkan kendaraan untuk dapat barcode. sudah kirim email tetap saja tidak ada respon.,1,2025-12-15 14:15:31,Bug Report,Layanan Inti,,,N,MyPertamina
17501,4e5d0fb2-7945-457b-ae4e-88df68d6808b,Kenapa kalau isi Pertamax92 terasa lebih boros (lebih cepat habis) dengan jarak tempuh yang sama ya? Beda jika saya isi dengan BP-92 atau Shell Super 92 masih terasa iritnya. Saya harap Pertamina bisa meningkatkan kualitas bahan bakarnya.,1,2025-12-12 19:03:24,Other,Other,,,N,MyPertamina
19291,69930ec6-0b61-4cb1-9c05-6ca6efcfb90e,peiayanan yg baik dan mantap,5,2025-08-24 23:20:27,Other,Other,,,N,MyPertamina
16695,15205d6d-5128-4cb3-8fac-956327e23346,Sampai saat ini blm saya gunakan karena memang gak berguna 😁😁,5,2026-02-10 05:39:09,Other,Other,,,N,MyPertamina
16216,04275467-e143-46b5-9887-7cc42c6331a0,My pertamina mantabs,5,2026-03-19 08:10:22,Other,Other,,,N,MyPertamina
18538,276957b6-562c-4286-8739-4c55ab39970e,semakin sukses dan terus maju,5,2025-10-16 16:05:41,Other,Other,,,N,MyPertamina
15231,a10bd104-50be-4933-862d-eca12f7ce5af,"Alhamdulillah, mntap",5,2026-05-24 17:39:33,Other,Other,,,N,MyPertamina
14403,c47994a8-42b7-4502-800a-d0d1b84913c4,memudahkan transaksi isi bbm setiap hari,5,2026-07-31 16:44:44,Other,Transaksi,,,N,MyPertamina
16427,3ffe7f8d-93da-48d7-b0fd-58077f5134af,"percuma aplikasi ,tapi masih banyak spbu purba",1,2026-03-02 16:20:59,Other,Other,,,N,MyPertamina
17902,8c387f7b-4b35-4897-8755-9ea0fedc2d5c,bagus dan amanah,5,2025-11-23 14:15:07,Other,Other,,,N,MyPertamina
17032,324cffa5-5302-4ab9-a20c-509820ab5944,"pas login no telp udh sesuai tpi tulisanny format salah, coba reset password tetep format salah.. kocak bener dah",1,2026-01-11 18:09:22,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19444,2e1e1c36-9608-4827-bf2f-d8e1b72c318a,"aplikasi gak jelas, susah mau daftar",2,2025-08-18 11:33:50,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
16151,b6d8cd84-a81f-4083-b4a9-6be1ac64fdc4,ok update aplikasi,5,2026-03-24 15:43:25,Other,Other,,,N,MyPertamina
17557,c6f17d99-abbf-47a7-b58b-30d636e60791,"masa kode OTP nya hanya berlaku 1menit sementara saya menerima kode OTP 1jam kemudian otomatis gk bisa digunakan, minta kode ulang selalu di terima terlambat. bagaimana kode OTP bisa digunakan. tolonglah diperbaiki. pertamax susah dicari pertalet harus pakai barkode terus kami harus beli pakai apa. sama saja bohong kan",1,2025-12-11 02:53:16,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14482,1e3a9a2f-343b-48a3-9781-3d74f1e0306c,di suruh update mulu,1,2026-07-25 00:08:22,Bug Report,Peforma Umum,,,N,MyPertamina
14508,1d3ad1bc-ac0a-45dd-be96-8946e35cf546,mau lihat transaksi gak bisa sudah di update sama saja,2,2026-07-22 13:08:33,Bug Report,Transaksi,,,N,MyPertamina
18633,3ff0b4d0-841a-4ea8-ac26-e6a24e5d3f79,setelah ikut arahan CS nya.akhirnya berhasil daftar subsidi tepat.,5,2025-10-09 16:43:06,Other,Layanan Inti,,,N,MyPertamina
15085,2c3bf542-3e7b-4d4e-a17e-a41b44050f91,"kereenn,,, baguss,, ohya kapan harga petalite seliter bisa 5000 rupiah,,",5,2026-06-08 09:51:55,Other,Other,,,Y,MyPertamina
16790,3e2ec36f-5aa5-45c6-88e5-0fb896776e6d,terlalu lama waktu verifikasinya,5,2026-02-02 13:33:03,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19436,fb5cceac-e855-478b-9123-fa34eb0b2b0b,sampai saat ini saya belum bisa dapat barcodenya. apakah saya perlu mencari orang dalam?,1,2025-08-18 14:58:57,Bug Report,Layanan Inti,,,N,MyPertamina
17121,2ba376ed-8f3f-43d8-bb9e-042c01ba845e,lancar selalu..amiin ya Allah,5,2026-01-04 15:29:53,Other,Other,,,N,MyPertamina
16717,aa74a591-4139-4884-8da1-d4471afed225,"Nggak bisa daftar, KTP palsu katanya. padahal KTP itu juga yang dipakai diperbankan, aman"" aja. ditelp cs sampai 2X jawabannya sama, sama sekali nggak bisa bantu. ditanya solusi tetap nggak ada berarti fix donk ini saya nggak bisa menikmati subsidi, sedangkan mobil saya 1.000cc 🤣🤣🤣",1,2026-02-08 09:28:35,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17012,b1e89918-43c8-42aa-99b6-81b45e9d34f2,permudah lagi,2,2026-01-13 16:09:56,Feature Request,Other,,,Y,MyPertamina
18482,f85c4626-95e3-4055-b81f-a4a0d3671847,mantap dan semoga kedepan makin baik lagi sehingga pembelian BBM bersubsidi dari dg penyalahgunaan QR milik org lain oleh pedagang pengepul minyak ilegal smakin berkurang,5,2025-10-21 06:47:47,Feature Request,Layanan Inti,,,N,MyPertamina
14692,21dcc7f8-25ad-4589-b127-30bb91fae0a3,info transaksi nya koq gak bisa di lihat ya?,5,2026-07-07 08:26:43,Bug Report,Transaksi,,,N,MyPertamina
15371,5af58a90-f238-4bba-bc45-fc6c4923cf41,sangat bermanfaat semua informasi dan layanannya,5,2026-05-11 17:54:43,Other,Other,,,N,MyPertamina
16602,7a718cf3-c580-49d6-8f45-572d41e114e6,"Aplikasi ini sebetul nya sangat bagus, lebih bagus lagi kalau di musnahkan👎",5,2026-02-16 16:17:51,Other,Other,,,N,MyPertamina
16605,1a7e8ed5-2811-461c-9513-1cf5ad049b08,ruwet ga masuk masuk .ribet,3,2026-02-16 13:28:11,Bug Report,Login/OTP/Verifikasi,,,Y,MyPertamina
15808,b7512960-6b7f-471c-b7c3-b950624b20d8,"ini gimana sih, mau masuk disuruh masukan OTP, tp OTP nya selalu telat masuk ke email. 1 jam baru masuk,",3,2026-04-20 22:31:53,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
15255,e6ebf0f2-2adc-449e-a426-5d50cc5916ee,mantaapp.... konsisten terus ya... terimakasih sudah jadi aplikasi yg baik,5,2026-05-21 14:00:02,Other,Other,,,N,MyPertamina
16727,c0122d4c-6452-4e8b-ba54-0e99416972fa,aplikasi t41 bukannya beken cepet malah lelet,1,2026-02-07 09:41:57,Bug Report,Peforma Umum,,,N,MyPertamina
16887,ab98a673-6965-440b-98d2-8eb987c772bc,"subsidi harus ajukan, prosesnya sulit klo foto tidak jelas di tolak foto yang jelas harus pake hp mahal bos kayaknya gak perlu subsidi klo udah pake hp mahal sih",1,2026-01-25 10:06:53,Feature Request,Layanan Inti,,,N,MyPertamina
16824,58ddb0ed-abb6-4180-b58a-f9b5228ed712,ijin tanya gmn cara bikin barcode BBM subsidi nik nya tidak cocok terus bilangnya,5,2026-01-30 16:53:14,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14533,26f50cee-27e2-4a3b-b2ff-ca1f09ac2167,lumayanlah walaupun pertamax gak turun turun harganya pakai pertalite semoga kondisi cepat pulih dan kembali stabil,5,2026-07-21 05:40:48,Other,Other,,,N,MyPertamina
19196,dac43803-dc05-449b-ba66-182a5ee0d0d4,"bagus , lancar dan mempermudah...",5,2025-09-01 16:21:58,Other,Other,,,N,MyPertamina
18859,71c9d569-74d0-4697-afb6-637ad3f7f3b6,"aplikasi sampah sekelas aplikasi milik bumn jelek bgt aplikasi nyusahin ngapa""in gak bisa selalu gagal memuat halaman, ni pertamina koreksi diri lah",1,2025-09-30 14:21:07,Bug Report,Peforma Umum,,,N,MyPertamina
19499,ccd81f80-9eb7-4ba6-868a-64f3b34d8384,lumayanlah daripada manyun.....yang g ada uangnya aja🙈🙈🙈🙈,3,2025-08-16 11:50:39,Other,Other,,,N,MyPertamina
19023,762b2841-4df4-4cac-a223-a3c011316b64,"penukaran merchandise tidak dikirim walaupun sudah menunggu 30 hari, ditambah login masuk aplikasi tiba tiba ikut bisa",1,2025-09-16 14:42:08,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
14277,0583b66c-b4c0-4d21-9346-679136feed45,sangat sulit untuk membuat barcode,1,2026-08-08 18:11:22,Feature Request,Layanan Inti,,,N,MyPertamina
16712,57e56710-610d-43d6-9c3b-b5b6c3bf39a6,"terlalu bertele tele, sangat dipersulit untuk mendapatkan barcode. foto sudah jelas stnk sama mobilnya tapi selalu ditolak dengan macam2 alasan, ya foto stnk tidak sesuailah, foto stnk diambil dari foto hp lah. .intinya sangat dipersulit.",3,2026-02-08 14:40:53,Feature Request,Layanan Inti,,,N,MyPertamina
14283,4962e7c4-a1b3-43ea-aab6-d2cd7e321b9e,Mungkin Di Butuhkan,5,2026-08-08 15:37:38,Other,Other,,,N,MyPertamina
16381,fc179aef-5f7f-4052-a7c6-9eee8670bb66,ok kami merasa puas dengan layanan ini 👍👍👍,5,2026-03-05 16:36:36,Other,Other,,,N,MyPertamina
14838,07fbe800-3c25-42e0-94f3-dbf981ef8dc8,"Sangat baik dan sangat membantu, 👍😄",5,2026-06-26 00:26:15,Other,Other,,,Y,MyPertamina
18586,24a82c16-92d0-4ab5-9ee5-69db79771f54,"kendaraan yang didaftarkan hilang,,,mau verifikasi profil gagal terus...buat barcode tak bisa,,tak bisa isi bensin...klw tak ada barcode",1,2025-10-13 07:31:33,Bug Report,Layanan Inti,,,N,MyPertamina
17391,64427802-ae65-4baf-bd44-fdfaf5672006,"Kurang, aplikasinya sering tidak bisa di pakai untuk daftar ke barcode",3,2025-12-19 10:39:31,Bug Report,Layanan Inti,,,N,MyPertamina
18163,b2e40be0-84be-4bc8-b079-5761c7d18158,akun tiba-tiba terblokir.. sehingga tidak bisa menggunakan app untuk pembayaran BBM.,1,2025-11-09 06:59:42,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17194,6138bfc2-4673-4274-bbd0-17b81dc2657a,"mau daftar tapi di kolom kecamatan tidak bisa di buka, kalau sudah bisa di buka di kasih bintang 5",1,2025-12-30 11:29:13,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
19506,be940033-a579-450e-8410-0a00a329db5c,aplikasi ga jelas udh foto dri kamera lgsg Mash ga bisa,1,2025-08-16 10:18:24,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17624,9cfa1b50-4392-4238-8b65-270c36031a64,"sesudah di update beberapa bln lalu,sekarang mypertamina gak bisa lihat riwayat tempat spbu nya.padahal itu sngat membantu,apalagi kalau mobil rentalan yg gak ada gps nya.jadi kita bisa lihat mobil kita ada di mana2 nya.",4,2025-12-09 08:18:00,Bug Report,Transaksi,,,N,MyPertamina
17570,7c3b90f3-91f0-4028-b2ca-89f50feb63ae,"parah banget. . konfirmasi lupa kata sandi tidak segera di kirim. iseng coba buka Gmail lagi, eh ternyata selang beberapa jam baru ada kotak masuk terkait konfirmasi sandi baru",1,2025-12-10 20:07:00,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
17113,b74504da-3525-4290-9126-c52906c4a94f,isi pertamax turbo bikin performa mesin baik,5,2026-01-05 08:02:03,Other,Other,,,Y,MyPertamina
16601,6ab70740-76ca-4c43-8a99-2e4bfabbf063,sering kali gangguan mypertamina,5,2026-02-16 21:43:23,Bug Report,Peforma Umum,,,N,MyPertamina
18111,091cc88a-ce04-4d66-ba63-539cf8044953,aplikasi yg sangat meresahkan tolong jangan dibikin ribet udah daftar tapi malah gak bisa sampai minta bantuan ke SPBU gak bisa pokoknya gak usah bikin peraturan barcode deh kalau BKIN meresahkan Kyak gini,1,2025-11-12 11:02:33,Bug Report,Layanan Inti,,,N,MyPertamina
17324,e1bd6ea3-f7ba-4783-915c-ea808593beec,dangat memudahkan,5,2025-12-21 18:48:02,Other,Other,,,N,MyPertamina
16494,a0eac2df-dbd4-44cb-bd22-a9d3345e6e40,melengkapi data diri tidak dapat dilakukan di dalam aplikasi. bagian pemilihan kelurahan tidak muncul.,1,2026-02-26 11:50:31,Bug Report,Update Data,,,N,MyPertamina
17216,70f83885-53c6-4246-a1f4-a99cd4783227,"tambahin menu untuk ucollect donk dari patraniaga,untuk kota yang sudah tersedia ,buat bantu program recycle minyak bekas",4,2025-12-28 20:07:14,Feature Request,Layanan Inti,,,N,MyPertamina
15911,c93c109a-3df2-4f41-898f-7a2ac89fe06b,apk bobrok nggak membantu sama sekali,1,2026-04-13 21:58:10,Other,Other,,,N,MyPertamina
15180,727eb872-0c7d-46bf-a103-219bb5c1cdc5,"penggunaan mypertamina, gampang dan sederhana..",5,2026-05-30 11:10:46,Other,Other,,,N,MyPertamina
15133,cb47d35c-7450-4840-96dc-fb4dbeeca154,ga jelas.,1,2026-06-03 15:15:03,Other,Other,,,N,MyPertamina
19581,5aecca39-ae54-4798-b0ab-65d50af4c45b,"untuk pembuatan barkot kenapa waktu foto STNK selalu gagal, pdahal lsg foto dari kamera tidak mengambil dari galeri",3,2025-08-10 10:05:34,Bug Report,Layanan Inti,,,N,MyPertamina
15757,3fbad4f2-b46c-4982-9308-adaa15b8ce2e,verif my Pertamina tidak kunjung masuk tolong diperbaiki min,3,2026-04-21 12:42:11,Bug Report,Login/OTP/Verifikasi,,,N,MyPertamina
18109,94a41799-c1b0-45d0-94bd-a3276eae523c,bagus applikasi nya.👍👍👍,5,2025-11-12 12:51:30,Other,Other,,,N,MyPertamina
18086,b92d4f5d-18af-4025-b665-59716709613a,"Aplikasi gak guna, mau daftar kendaraan gak bisa bisa, korupsi mulu",1,2025-11-13 21:29:10,Bug Report,Layanan Inti,,,N,MyPertamina
17796,0d7f80bb-705c-4abd-8e49-3a3edd88897d,"Ribet sumpah... data barcode kendaraan lama hilang saat update,.",1,2025-11-29 09:41:57,Bug Report,Update Data,,,N,MyPertamina
